company_size,company_country,position_country,position_employmentType,position_workSetting,position_name,employee_gender,employee_age_gap,employee_country,interview_date,interview_score,interview_duration,interviewer_name,interviewer_gender,candidate_name,candidate_gender,candidate_country
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2024-02-06,10,41,Interviewer First,Male,Abigail Brown,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,38-47,United States,2020-11-22,10,23,Interviewer First,Male,Michael Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2024-01-22,10,58,Interviewer Second,Female,Mia Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2023-10-20,8,57,Interviewer Second,Female,Ava Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2023-07-09,9,43,Interviewer Second,Female,Michael Brown,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-07-20,8,22,Interviewer Second,Female,William Moore,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,18-27,United States,2023-11-20,8,59,Interviewer Second,Female,Sophia Martin,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,18-27,United States,2021-10-20,10,21,Interviewer First,Male,Mia White,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2024-05-04,10,43,Interviewer First,Male,Emma Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2024-02-07,9,24,Interviewer Second,Female,William Martin,Male,United States
M,Portugal,Portugal,Full-time,Remote,Machine Learning Engineer,Female,18-27,Portugal,2023-06-22,8,15,Interviewer Second,Female,Sophia Thomas,Female,Portugal
M,Portugal,Portugal,Full-time,Remote,Machine Learning Engineer,Male,38-47,Portugal,2023-09-27,10,50,Interviewer Second,Female,Emily Garcia,Male,Portugal
M,United States,United States,Full-time,Office,Analytics Engineer,Male,38-47,United States,2023-06-09,10,59,Interviewer Second,Female,Emily Thomas,Male,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,28-37,United States,2023-05-10,8,52,Interviewer First,Male,Ava Smith,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2022-10-11,8,47,Interviewer Second,Female,Alexander Johnson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2021-12-23,8,42,Interviewer First,Male,Daniel Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-03-28,8,50,Interviewer Second,Female,Ava Jackson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-09-19,9,46,Interviewer Second,Female,James Miller,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2022-02-15,10,38,Interviewer First,Male,Olivia Williams,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2024-02-27,10,24,Interviewer First,Male,Olivia Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Architect,Male,38-47,United States,2023-06-14,9,23,Interviewer First,Male,Ava Martin,Male,United States
M,United States,United States,Full-time,Office,Data Architect,Male,18-27,United States,2023-01-24,10,56,Interviewer Second,Female,Michael Thompson,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,18-27,United States,2022-06-27,9,56,Interviewer Second,Female,Emily Johnson,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2022-06-10,10,26,Interviewer First,Male,Michael Harris,Female,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Female,28-37,United States,2022-10-06,9,53,Interviewer Second,Female,Olivia Johnson,Female,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Male,38-47,United States,2024-03-27,8,35,Interviewer Second,Female,Ethan Brown,Male,United States
M,United States,United States,Full-time,Remote,Data Integration Specialist,Female,28-37,United States,2022-08-26,8,53,Interviewer First,Male,Sophia Davis,Female,United States
M,United States,United States,Full-time,Remote,Data Integration Specialist,Female,38-47,United States,2023-01-27,10,15,Interviewer First,Male,Elizabeth Thomas,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2021-05-18,9,57,Interviewer Second,Female,Joseph Martinez,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2022-03-16,10,36,Interviewer First,Male,Emma Smith,Male,United States
M,Canada,Canada,Full-time,Office,Business Intelligence Engineer,Male,18-27,Canada,2023-12-07,8,25,Interviewer Second,Female,Sophia Jones,Male,Canada
M,Canada,Canada,Full-time,Office,Business Intelligence Engineer,Female,38-47,Canada,2022-07-25,9,56,Interviewer First,Male,Olivia Martinez,Female,Canada
L,United States,United States,Full-time,Office,Applied Scientist,Male,38-47,United States,2023-10-16,10,33,Interviewer First,Male,Emma Harris,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,28-37,United States,2024-01-30,8,56,Interviewer First,Male,Alexander Martin,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,18-27,United States,2022-11-17,8,35,Interviewer First,Male,Sophia Martinez,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,28-37,United States,2022-01-14,9,47,Interviewer First,Male,Olivia Taylor,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2022-09-30,8,54,Interviewer Second,Female,Alexander Thompson,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,38-47,United States,2023-02-25,8,49,Interviewer Second,Female,Elizabeth Martinez,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,18-27,United States,2024-04-14,10,56,Interviewer Second,Female,Charlotte Smith,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,38-47,United States,2021-08-06,9,48,Interviewer Second,Female,James Martinez,Male,United States
M,United States,United States,Full-time,Office,Data Science Practitioner,Female,18-27,United States,2023-02-16,8,49,Interviewer Second,Female,Ethan Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Science Practitioner,Female,38-47,United States,2023-04-21,9,35,Interviewer Second,Female,Matthew Robinson,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,18-27,United States,2024-04-24,8,28,Interviewer First,Male,Abigail Williams,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Male,38-47,United States,2024-02-02,8,60,Interviewer First,Male,Emily Thomas,Male,United States
M,United Kingdom,United Kingdom,Full-time,Office,Data Scientist,Male,18-27,United Kingdom,2021-06-19,8,30,Interviewer Second,Female,Joseph Garcia,Male,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Data Scientist,Female,28-37,United Kingdom,2021-01-17,9,31,Interviewer Second,Female,Alexander White,Female,United Kingdom
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2022-08-10,9,52,Interviewer First,Male,Ethan Taylor,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-06-17,9,37,Interviewer First,Male,James Taylor,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2022-08-11,10,38,Interviewer First,Male,Abigail Moore,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2023-01-23,9,45,Interviewer Second,Female,Matthew Jackson,Female,United States
L,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-11-26,10,58,Interviewer First,Male,Sophia Davis,Female,United States
L,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-12-10,10,24,Interviewer First,Male,James Moore,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,28-37,United States,2020-06-30,10,51,Interviewer First,Male,Abigail Taylor,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,28-37,United States,2023-11-23,8,36,Interviewer Second,Female,Michael Thomas,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,38-47,United States,2023-06-14,9,60,Interviewer First,Male,Matthew Martinez,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,38-47,United States,2024-01-19,9,15,Interviewer First,Male,Joseph Harris,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,18-27,United States,2022-01-25,8,42,Interviewer First,Male,William Wilson,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,28-37,United States,2022-09-30,10,25,Interviewer Second,Female,John White,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2022-10-02,10,38,Interviewer Second,Female,William Moore,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-07-10,10,26,Interviewer First,Male,Isabella Davis,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2023-08-14,9,29,Interviewer Second,Female,Emma Martin,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2023-01-22,10,24,Interviewer Second,Female,Ethan Jackson,Female,United States
M,United States,United States,Full-time,Office,Research Engineer,Male,18-27,United States,2023-11-19,10,44,Interviewer First,Male,Emily Jackson,Male,United States
M,United States,United States,Full-time,Office,Research Engineer,Female,38-47,United States,2023-11-10,9,25,Interviewer Second,Female,James Smith,Female,United States
M,United States,United States,Full-time,Office,Data Architect,Male,38-47,United States,2024-02-22,10,46,Interviewer Second,Female,Sophia Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Architect,Female,18-27,United States,2021-08-20,10,49,Interviewer Second,Female,Ava Martinez,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2023-11-04,10,58,Interviewer First,Male,Emily Moore,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2024-02-10,8,19,Interviewer First,Male,Charlotte Davis,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2022-04-06,10,48,Interviewer Second,Female,Joseph Garcia,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2021-10-21,8,57,Interviewer First,Male,Isabella Jones,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2022-08-30,10,27,Interviewer First,Male,Mia Moore,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2023-10-28,10,23,Interviewer Second,Female,Emily Anderson,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,38-47,United States,2023-02-11,8,35,Interviewer Second,Female,James Brown,Male,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,28-37,United States,2024-04-26,10,50,Interviewer Second,Female,Elizabeth Martin,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2022-08-20,10,30,Interviewer First,Male,William Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2021-04-27,9,38,Interviewer Second,Female,Matthew Miller,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2022-07-14,10,18,Interviewer Second,Female,Abigail Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,38-47,United States,2021-12-26,9,46,Interviewer Second,Female,Sophia Thompson,Female,United States
L,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-12-25,9,52,Interviewer First,Male,James Martin,Male,United States
L,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2024-03-26,10,49,Interviewer First,Male,James Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2024-03-30,8,40,Interviewer First,Male,David Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2023-06-15,9,38,Interviewer Second,Female,Abigail Davis,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2022-12-17,10,21,Interviewer First,Male,Abigail Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2022-04-21,9,39,Interviewer First,Male,Joseph Martin,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2023-11-16,9,15,Interviewer First,Male,James Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2022-08-04,9,50,Interviewer First,Male,Emily Brown,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Analyst,Female,28-37,United States,2024-03-16,8,34,Interviewer Second,Female,Emma Robinson,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Analyst,Female,18-27,United States,2023-06-29,8,51,Interviewer First,Male,Abigail Williams,Female,United States
L,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2024-04-26,8,28,Interviewer First,Male,Olivia Anderson,Female,United States
L,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2023-02-21,10,17,Interviewer Second,Female,Joseph Robinson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2024-03-24,10,42,Interviewer Second,Female,Mia Williams,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2023-06-04,10,58,Interviewer Second,Female,Michael Jackson,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Developer,Female,28-37,United States,2020-02-06,8,59,Interviewer Second,Female,Michael Robinson,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Developer,Female,18-27,United States,2022-11-16,8,41,Interviewer First,Male,William Williams,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-05-19,10,35,Interviewer First,Male,David Brown,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-02-03,8,27,Interviewer First,Male,Joseph Miller,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2024-04-16,10,32,Interviewer First,Male,Sophia Robinson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2023-03-03,9,46,Interviewer Second,Female,Mia Thomas,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Female,18-27,United States,2024-01-14,8,28,Interviewer First,Male,James Thomas,Female,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Female,38-47,United States,2023-08-21,8,26,Interviewer First,Male,Mia Thompson,Female,United States
M,United States,United States,Full-time,Remote,Data Architect,Female,28-37,United States,2023-12-23,8,37,Interviewer Second,Female,Abigail Martinez,Female,United States
M,United States,United States,Full-time,Remote,Data Architect,Female,18-27,United States,2022-01-13,10,19,Interviewer First,Male,Alexander White,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-12-19,10,57,Interviewer First,Male,Olivia Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2021-11-12,8,59,Interviewer Second,Female,James Anderson,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2023-05-03,10,25,Interviewer First,Male,Mia Jackson,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2022-03-08,10,59,Interviewer Second,Female,Mia Davis,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2022-06-08,10,42,Interviewer First,Male,Sophia Martinez,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,38-47,United States,2021-11-05,8,57,Interviewer Second,Female,Sophia Williams,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2024-01-13,8,22,Interviewer First,Male,Alexander Martin,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2024-03-25,9,30,Interviewer Second,Female,Mia Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-04-21,10,39,Interviewer Second,Female,Alexander Brown,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2022-04-24,9,17,Interviewer Second,Female,Matthew Thompson,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,18-27,United States,2023-10-28,8,50,Interviewer First,Male,Emma Davis,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2024-01-04,8,40,Interviewer First,Male,James Thompson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,38-47,United States,2023-12-29,9,29,Interviewer Second,Female,Matthew Wilson,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2024-04-12,10,56,Interviewer First,Male,Isabella Williams,Male,United States
M,United States,United States,Full-time,Office,Data Architect,Male,38-47,United States,2022-06-13,10,36,Interviewer First,Male,Michael Moore,Male,United States
M,United States,United States,Full-time,Office,Data Architect,Female,18-27,United States,2023-04-13,10,33,Interviewer Second,Female,Michael Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-08-18,9,30,Interviewer Second,Female,Olivia Martin,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2023-11-06,9,21,Interviewer First,Male,David Robinson,Male,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Female,28-37,United States,2021-11-24,8,46,Interviewer Second,Female,John Garcia,Female,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Male,28-37,United States,2021-02-10,9,31,Interviewer First,Male,Abigail Davis,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2024-03-18,8,15,Interviewer Second,Female,Ava Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2021-07-19,9,47,Interviewer Second,Female,William Brown,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,38-47,United States,2021-08-29,9,33,Interviewer First,Male,Joseph Martin,Female,United States
M,United States,United States,Full-time,Remote,Data Analyst,Female,38-47,United States,2023-07-26,9,47,Interviewer First,Male,Emily Garcia,Female,United States
M,Netherlands,Netherlands,Full-time,Remote,Analytics Engineer,Female,28-37,Netherlands,2024-02-20,9,29,Interviewer Second,Female,Abigail Martinez,Female,Netherlands
L,United Kingdom,United Kingdom,Full-time,Remote,AI Research Engineer,Female,18-27,United Kingdom,2022-07-22,8,22,Interviewer First,Male,Emma Davis,Female,United Kingdom
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2022-06-22,9,30,Interviewer Second,Female,David Wilson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2022-08-02,9,38,Interviewer First,Male,Elizabeth Smith,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2022-11-24,8,29,Interviewer First,Male,James Davis,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-04-25,8,20,Interviewer Second,Female,Emma Smith,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2022-07-13,9,50,Interviewer Second,Female,Alexander Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2021-11-07,10,43,Interviewer Second,Female,John Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-02-17,8,17,Interviewer Second,Female,Joseph Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-02-01,10,36,Interviewer Second,Female,James Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2022-02-15,8,22,Interviewer Second,Female,Elizabeth Jackson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2023-11-07,9,44,Interviewer Second,Female,James Wilson,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,28-37,United States,2023-07-30,9,47,Interviewer Second,Female,Ava Thompson,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,18-27,United States,2024-01-01,8,41,Interviewer First,Male,Charlotte Williams,Female,United States
M,United States,United States,Full-time,Office,Data Science Consultant,Male,28-37,United States,2022-10-31,8,55,Interviewer First,Male,Michael Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Science Consultant,Female,28-37,United States,2023-09-05,10,46,Interviewer First,Male,John Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2022-07-13,8,24,Interviewer First,Male,Daniel Williams,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2024-02-17,10,55,Interviewer First,Male,David Jackson,Male,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,18-27,United States,2021-10-18,8,21,Interviewer Second,Female,Charlotte Johnson,Female,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,18-27,United States,2024-03-05,8,48,Interviewer Second,Female,William Jones,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2024-01-14,8,56,Interviewer Second,Female,David Harris,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,18-27,United States,2024-01-13,10,24,Interviewer Second,Female,Charlotte Williams,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,38-47,United States,2023-08-31,8,46,Interviewer Second,Female,Isabella Robinson,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,18-27,United States,2023-06-19,8,45,Interviewer First,Male,Mia Harris,Male,United States
M,United States,United States,Full-time,Office,Data Lead,Male,38-47,United States,2022-11-29,9,38,Interviewer Second,Female,Isabella Miller,Male,United States
M,United States,United States,Full-time,Office,Data Lead,Male,38-47,United States,2022-02-13,9,59,Interviewer First,Male,Elizabeth Jones,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,18-27,United States,2022-11-21,8,34,Interviewer First,Male,Alexander White,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,18-27,United States,2024-01-29,10,40,Interviewer Second,Female,Olivia Thomas,Male,United States
M,United States,United States,Full-time,Remote,Research Scientist,Female,38-47,United States,2023-07-08,9,31,Interviewer Second,Female,Sophia Moore,Female,United States
M,United States,United States,Full-time,Remote,Research Scientist,Male,38-47,United States,2021-03-02,8,15,Interviewer Second,Female,Matthew Thompson,Male,United States
M,United States,United States,Full-time,Office,Head of Data,Male,18-27,United States,2023-10-07,8,60,Interviewer First,Male,Abigail Smith,Male,United States
M,United States,United States,Full-time,Office,Head of Data,Male,18-27,United States,2020-12-07,10,51,Interviewer Second,Female,John Jackson,Male,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,38-47,United States,2023-06-11,8,43,Interviewer First,Male,David Thompson,Female,United States
M,United States,United States,Full-time,Office,ML Engineer,Female,18-27,United States,2023-10-12,10,38,Interviewer First,Male,Joseph Harris,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2021-08-23,8,21,Interviewer First,Male,Michael Jackson,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2023-11-23,8,53,Interviewer First,Male,Alexander Smith,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2023-05-22,8,45,Interviewer First,Male,Olivia Thompson,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2023-08-05,9,23,Interviewer Second,Female,Mia Smith,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-08-25,8,38,Interviewer Second,Female,Mia Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2023-10-12,10,29,Interviewer Second,Female,Matthew Garcia,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2023-08-29,8,19,Interviewer First,Male,Emily Anderson,Female,United States
M,United States,United States,Full-time,Office,Research Scientist,Female,28-37,United States,2023-09-20,8,19,Interviewer First,Male,Mia Moore,Female,United States
L,Portugal,Portugal,Full-time,Hybrid,AI Engineer,Female,28-37,Portugal,2023-12-31,9,34,Interviewer First,Male,William Thompson,Female,Portugal
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-11-14,10,29,Interviewer Second,Female,Daniel Moore,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2024-04-03,8,15,Interviewer Second,Female,Matthew Taylor,Female,United States
M,United States,United States,Full-time,Office,Business Intelligence Analyst,Male,38-47,United States,2022-09-09,8,33,Interviewer Second,Female,Michael Taylor,Male,United States
M,United States,United States,Full-time,Office,Business Intelligence Analyst,Male,38-47,United States,2023-04-10,10,48,Interviewer First,Male,Matthew Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2024-02-24,10,24,Interviewer First,Male,Isabella Jones,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-01-31,9,28,Interviewer First,Male,James Martin,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2022-09-15,9,47,Interviewer Second,Female,Olivia Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2022-07-05,8,44,Interviewer First,Male,Elizabeth Garcia,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Male,28-37,United States,2022-04-21,8,37,Interviewer First,Male,Elizabeth Thomas,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Engineer,Female,18-27,United States,2024-04-22,10,36,Interviewer First,Male,Olivia Harris,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,38-47,United States,2023-10-12,9,56,Interviewer Second,Female,Emma Taylor,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2022-01-24,8,35,Interviewer First,Male,Ava Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-12-21,10,51,Interviewer Second,Female,Sophia Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-11-27,9,54,Interviewer First,Male,James Martin,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,18-27,United States,2022-12-25,10,35,Interviewer First,Male,James Jones,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,28-37,United States,2020-06-15,10,39,Interviewer First,Male,James Jackson,Male,United States
M,United Kingdom,United Kingdom,Full-time,Office,Data Engineer,Female,18-27,United Kingdom,2023-02-12,8,22,Interviewer Second,Female,Michael Jackson,Female,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Data Engineer,Female,28-37,United Kingdom,2023-12-18,8,24,Interviewer First,Male,Emma White,Female,United Kingdom
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2021-04-05,10,31,Interviewer Second,Female,James Davis,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,38-47,United States,2022-11-25,10,32,Interviewer Second,Female,Olivia Wilson,Male,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2023-10-18,10,46,Interviewer Second,Female,William Smith,Male,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,38-47,United States,2023-11-20,10,17,Interviewer Second,Female,Elizabeth Thompson,Female,United States
M,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,18-27,United States,2023-08-03,10,30,Interviewer First,Male,Isabella Wilson,Male,United States
M,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,18-27,United States,2021-10-27,9,21,Interviewer First,Male,Michael Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-12-20,9,29,Interviewer Second,Female,Emma Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2024-04-07,9,52,Interviewer Second,Female,Emily Miller,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-04-19,8,34,Interviewer Second,Female,Olivia Davis,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2024-02-18,9,49,Interviewer First,Male,Elizabeth Martin,Female,United States
M,United States,United States,Full-time,Office,Analytics Engineer,Female,18-27,United States,2023-06-15,8,43,Interviewer First,Male,Emily Thomas,Female,United States
